id_response,Date,agency,Q1.Poc,Q1a.Poc_title,Q1b.Poc_supervisor,Q1c.poc_responsibility_1,Q1c.poc_responsibility_2,Q1c.poc_responsibility_3,Q1c.poc_responsibility_4,Q1c.poc_responsibility_5,Q1c.poc_responsibility_6,Q1c.poc_responsibility_7,Q1c.poc_responsibility_8,Q1c.poc_responsibility_9,Q1c.poc_responsibility_10,Q1c.poc_responsibility_99,Q1c.poc_responsibility_88,Q2.ur_title,Q3.upload,Q4.ur_supervisor,Q5.ur_responsibility_1,Q5.ur_responsibility_2,Q5.ur_responsibility_3,Q5.ur_responsibility_4,Q5.ur_responsibility_5,Q5.ur_responsibility_6,Q5.ur_responsibility_7,Q5.ur_responsibility_8,Q5.ur_responsibility_9,Q5.ur_responsibility_10,Q5.ur_responsibility_99,Q5.ur_responsibility_88,Q6.years_current,Q6.months_current,Q7.years_vr,Q7.months_vr,Q8.years_any,Q8.months_any,Q9.educat,Q9.educat_other,Q10.crc,Q11.academic_1,Q11.academic_2,Q11.academic_3,Q11.academic_4,Q11.academic_5,Q11.academic_6,Q11.academic_7,Q11.academic_88,Q12.business_bg,Q12a.business_des_0,Q12a.business_des_1,Q12a.business_des_2,Q12a.business_des_3,Q12a.business_des_4,Q12a.business_des_5,Q12a.business_des_6,Q12a.business_des_7,Q12a.business_des_8,Q12a.business_des_9,Q12a.business_des_10,Q12a.business_des_11,Q12a.business_des_12,Q12a.business_des_13,Q12a.business_des_14,Q12a.business_des_15,Q12a.business_des_88,A1.br_text,A2.bus_as_customer,A3.serve_bus_1,A3.serve_bus_2,A3.serve_bus_3,A3.serve_bus_4,A3.serve_bus_5,A3.serve_bus_6,A3.serve_bus_7,A3.serve_bus_8,A3.serve_bus_9,A3.serve_bus_10,A3.serve_bus_11,A3.serve_bus_12,A3.serve_bus_99,A3.serve_bus_88,A4.activities_br_1,A4.activities_br_2,A4.activities_br_3,A4.activities_br_4,A4.activities_br_5,A4.activities_br_6,A4.activities_br_7,A4.activities_br_8,A4.activities_br_9,A4.activities_br_10,A4.activities_br_11,A4.activities_br_99,A4.activities_br_88,A5.areas_br_1,A5.areas_br_2,A5.areas_br_3,A5.areas_br_4,A5.areas_br_5,A5.areas_br_6,A5.areas_br_7,A5.areas_br_88,A6.initiatives_br,A6a.initiatives_br_des1,A6a.initiatives_br_des2,A6a.initiatives_br_des3,A6b.initiatives_br_add,A6b.initiatives_br_add_1,A6b.initiatives_br_add_2,A6b.initiatives_br_add_3,A6b.initiatives_br_add_4,A6b.initiatives_br_add_5,A6b.initiatives_br_add_6,A7.vevraa,A7a.vevraa_des,A8.partner,A8a.fed_agency_1,A8a.fed_agency_2,A8a.fed_agency_3,A8a.fed_agency_4,A8a.fed_agency_5,A8a.fed_agency_6,A8a.fed_agency_7,A8a.fed_agency_99,A8a.fed_agency_88,A8b.state_entity_1,A8b.state_entity_2,A8b.state_entity_3,A8b.state_entity_4,A8b.state_entity_5,A8b.state_entity_6,A8b.state_entity_7,A8b.state_entity_8,A8b.state_entity_9,A8b.state_entity_10,A8b.state_entity_11,A8b.state_entity_12,A8b.state_entity_99,A8b.state_entity_88,A8c.bus_org_1,A8c.bus_org_2,A8c.bus_org_3,A8c.bus_org_4,A8c.bus_org_5,A8c.bus_org_99,A8c.bus_org_88,B1.fte_time,B2.special_staff,B2a.fte_num,B3.add_staff_1,B3.add_staff_2,B3.add_staff_3,B3.add_staff_4,B3.add_staff_5,B3.add_staff_6,B3.add_staff_88,B4.external_res,B5.qualif_br_1,B5.qualif_br_2,B5.qualif_br_3,B5.qualif_br_4,B5.qualif_br_5,B5.qualif_br_88,B6.skill_br_1,B6.skill_br_2,B6.skill_br_3,B6.skill_br_4,B6.skill_br_5,B6.skill_br_6,B6.skill_br_88,B7.training_req,B8.component_br_1,B8.component_br_2,B8.component_br_3,B8.component_br_4,B8.component_br_5,B8.component_br_6,B8.component_br_7,B8.component_br_8,B8.component_br_88,C1.poc_web,C2.services_web,C3.links_web_1,C3.links_web_2,C3.links_web_3,C3.links_web_4,C3.links_web_5,C3.links_web_6,C3.links_web_88,C4.database,C5.outreach_1,C5.outreach_2,C5.outreach_3,C5.outreach_4,C5.outreach_5,C5.outreach_6,C5.outreach_7,C5.outreach_8,C5.outreach_9,C5.outreach_10,C5.outreach_88,C6.data_br,C6.data_br_text,C7.info_hired,C8.info_tool_1,C8.info_tool_2,C8.info_tool_3,C8.info_tool_4,C8.info_tool_5,C8.info_tool_99,C8.info_tool_6,C8.info_tool_88,C8a.frequency_br,C8a.frequency_br_other,D1.lmi,D1a.lmi_no,D2.sources_lmi_1,D2.sources_lmi_2,D2.sources_lmi_3,D2.sources_lmi_4,D2.sources_lmi_5,D2.sources_lmi_6,D2.sources_lmi_88,D3.elements_lmi_1,D3.elements_lmi_2,D3.elements_lmi_3,D3.elements_lmi_4,D3.elements_lmi_5,D3.elements_lmi_6,D3.elements_lmi_7,D3.elements_lmi_8,D3.elements_lmi_9,D3.elements_lmi_88,D4.trad_lmi_1,D4.trad_lmi_2,D4.trad_lmi_3,D4.trad_lmi_4,D4.trad_lmi_5,D4.trad_lmi_6,D4.trad_lmi_7,D4.trad_lmi_8,D4.trad_lmi_88,D5.real_lmi,D6.real_lmi_source,D7.rlmi_elements_1,D7.rlmi_elements_2,D7.rlmi_elements_3,D7.rlmi_elements_4,D7.rlmi_elements_5,D7.rlmi_elements_6,D7.rlmi_elements_7,D7.rlmi_elements_8,D7.rlmi_elements_88,D8.rlmi_use_1,D8.rlmi_use_2,D8.rlmi_use_3,D8.rlmi_use_4,D8.rlmi_use_5,D8.rlmi_use_6,D8.rlmi_use_7,D8.rlmi_use_8,D8.rlmi_use_88,E1.small_bus,E2.tailor_br,E3.small_outreach_1,E3.small_outreach_2,E3.small_outreach_3,E3.small_outreach_4,E3.small_outreach_5,E3.small_outreach_6,E3.small_outreach_7,E3.small_outreach_8,E3.small_outreach_9,E3.small_outreach_10,E3.small_outreach_88,E4.effectiv_outreach,E5.rank_1,E5.rank_2,E5.rank_3,E5.rank_4
73,10/3/14 0:00,Texas Division for Blind Services,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Employment Assistance Program Specialist,0,Program Specialist Manager,1,1,1,1,1,0,1,0,1,0,0,0,3.92,11,27.17,2,27.17,2,4,,0,0,0,0,0,0,0,1,Bachelors In Education with Graduate Work In School Middle Management,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-7,"DARS works in partnership with business so we can understand the needs and expectations of the business . With this partnership paradigm, we can tailor our services to best fit business needs or refer qualified individuals for employment opportunities.",1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,-9,-9,-9,0,-7,-7,-7,-7,-7,-7,9,-9,1,9,9,9,9,9,9,9,9,-9,9,9,9,9,9,9,9,9,9,9,9,9,9,-9,9,9,9,9,9,9,-9,0.5,1,8,1,0,0,1,1,1,"Vocational Rehabilitation Teachers, Career and Guidance Instructors",1,1,0,1,1,0,0,1,0,1,0,1,0,0,"We have specific training for Employment Assistance Specialists. The training consists of an online module that takes approximately 40 hours to complete. In addition, it is followed up with one week of in person training where components such as developing relationships and how to do so are addressed. This training is also comprised of several role playing opportunities to help trainees become comfortable with contacting business. This week is followed up by providing participants with peer supports to observe and give feedback on contracting businesses.",1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,"Job descriptions, Hiring process, Job postings,",-9,1,1,1,1,1,0,0,0,4,0,1,-7,9,9,9,9,9,9,-9,9,9,9,9,9,9,9,9,9,-9,9,9,9,9,9,9,9,9,-9,9,-9,9,9,9,9,9,9,9,9,-9,9,9,9,9,9,9,9,9,-9,3,1,1,1,1,1,1,1,1,1,1,0,0,3,3,4,2,1
74,9/23/14 0:00,Guam Division of Vocational Rehabilitation,0,,Not in place,0,0,0,0,0,0,0,0,0,1,0,Not in place,Acting VR Administrator,0,DSA: Director,7,7,7,7,7,7,7,7,7,7,7,-7,-9,,1,,9,,5,,1,0,0,0,0,0,1,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-7,Our partners,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,-9,-9,-9,0,-7,-7,-7,-7,-7,-7,1,Partners with Regional OFCC,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-7,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,N/A,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-7,Case files,0,0,0,0,0,1,0,0,7,-7,1,-7,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,4,1,0,0,1,0,0,0,0,0,1,0,0,3,9,9,9,9
75,9/23/14 0:00,Maryland Division of Rehabilitation Services,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,"Program Manager, Technical Assistance Branch",0,"Director, Office of Field Services",1,1,1,0,0,1,1,0,0,0,0,0,2,,9.67,8,9.67,8,5,,1,0,0,1,1,0,0,1,Clinical Counseling,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,"Utilizing a dual-customer approach to VR: serving both consumers and businesses.  Providing valuable services to businesses and local/state/federal government agencies, such as pre-screening of qualified applicants to assist businesses with recruitment.",1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,Quest Internship Program:  Provides internship opportunities at various state government agencies throughout Maryland.,On-the-job training program:  DORS provides businesses reimbursement of consumer salaries; encourages businesses to employ recent training grads.,"Federal hiring - partnership with federal agencies, such as SSA:  Recruitment services provided to federal agencies, as well as, internship programs.",0,-7,-7,-7,-7,-7,-7,1,"We partner with federal contractors, such as Acentia; we share their job openings with consumers and provide only pre-screened, qualified candidates.",1,1,0,0,0,0,1,1,0,Department of Treasury; FAA; SSA; HHS; DNR;,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,Local Provider Networks,0.25,1,7,1,1,0,0,0,0,0,1,1,1,1,1,1,Training Experience; ADA knowledge,1,1,1,1,1,0,0,"Quarterly training meetings.  Each quarter the business services staff meet for a general business meeting that always contains a training component on a specific subject, such as marketing or business networking etiquette.",0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,We are currently redesigning our website.,1,1,1,1,1,1,1,1,1,1,0,0,1,Various information regarding the needs of the business.,We use existing information and we also use information from the Individualized Plan for Employment to plan for future business development.,0,0,1,1,1,0,0,0,8,Varies:  Daily to Weekly,1,-7,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,3,1,0,1,1,0,1,0,1,1,0,0,0,5,4,3,2,1
77,9/24/14 0:00,North Dakota Division of Vocational Rehabilitation,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Business Services Specialist,0,Regional Administrator,0,1,1,1,1,1,0,0,0,0,0,0,12,,15.17,2,15.17,2,1,,0,9,9,9,9,9,9,9,-9,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,Direcotr of Sales & Marketing - Hospitality Industry,To provide  full service business assitance for business owners and employers in devloping short/long term strategies regarding disability related issues and assiting individuals with disabilities maximize employment opportunities,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,-7,-7,-7,7,-7,-7,-7,-7,-7,-7,0,-7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,Military Affairs Committee,1,0,-7,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,N/A,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,-7,"Business Name, Dept contact person's name, HR person's name, phone number and date of contact are gathered monthly and are available to staff if they need to contact a business",9,9,9,9,9,9,9,-9,9,-9,1,-7,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,4,1,1,0,1,0,0,0,0,1,1,0,0,2,3,4,2,1
78,9/24/14 0:00,Ohio Rehabilitation Services Commission,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Business Relation Manager,0,"Deputy Director, Bureau of Services for the Visually Impaired",1,1,0,1,1,1,1,1,1,0,0,0,1.33,4,1.33,4,1.33,4,4,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,Government Relations/Lobbying,Identification of and partnership with employers for placement of qualified VR consumers with available jobs.,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,Multiple workplace intiatives w/ Supply Chain Logistic operations.,Muliple employer workplace intiatice funded by a private family foundation,-9,0,-7,-7,-7,-7,-7,-7,1,Part of overall Business Engagement strategy.,1,1,1,1,0,0,0,1,0,Multiple Ohio state agaencies,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,4,0,0,0,1,0,1,Adminsitrative Support,0,1,1,1,0,0,0,1,1,1,1,1,0,0,Existing internal Orientation for all employees and specialized orientation related to their service area. Operating knowledge of Aware.,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,Ohio Means Jobs,1,1,0,1,0,0,0,1,1,1,0,0,1,Site information,To establish documentation of prior employer relationships.,0,0,0,0,1,0,1,Past history via Aware,5,0,1,-7,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,Ohio Means Jobs - Wanted Analytics,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,5,4,2,3,1
79,9/24/14 0:00,West Virginia Division of Rehabilitation Services,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Employment Program Supervisor,0,-9,1,1,1,1,1,1,1,1,1,0,0,0,3,,7,,7,,4,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Employer Representative for WorkforceWV,"Our Employment Specialists assist employers with any disability related issues, staffing, accommodations, retention, and training.",1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,Employer Awards,Employer Resource Guide,Job Shadowing Program,0,-7,-7,-7,-7,-7,-7,0,-7,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,11,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,N/A,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,Employer Resource Guide with website listing for Employers,0,1,1,1,1,1,1,1,1,1,0,0,0,-7,-9,0,0,0,1,1,0,0,0,4,0,1,-7,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,3,1,1,1,1,1,1,1,1,1,1,0,0,1,2,4,3,1
80,9/24/14 0:00,Nebraska Vocational Rehabilitation,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Senior Employment Service Specialist,1,Office Director,1,1,0,1,0,1,0,0,1,0,0,0,12.08,1,12.08,1,12.08,1,5,,0,0,0,0,0,0,1,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-7,"At Nebraska VR, we use the term ""business relations"" to mean outreach to businesses locally to inform them of the services we offer through our agency, and to promote the hiring of our clients within those businesses.",0,7,7,7,7,7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,7,7,0,7,-7,7,7,7,7,7,7,7,-7,1,Project Search,Certificate Programs,0,0,-7,-7,-7,-7,-7,-7,1,"Nebraska VR has utilized an email ""blast"" to local businesses falling under the guidelines of Section 503, and we have partnered with the local OFCCP office to provide informational presentations to businesses and local HR groups.",1,0,0,1,0,0,0,1,0,Federal Probation,0,0,0,0,1,1,0,1,0,1,1,1,0,Assistive Technology Partnership,1,1,0,1,0,0,0,0.3,0,-7,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,N/A,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,"business size, hours of operation, position descriptions","We use this this information to help guide our efforts in expanding our relationship with that specific business, while networking through that business to find other similar sites.",0,0,0,1,1,0,0,0,4,0,1,-7,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,3,1,0,1,0,0,0,1,1,1,1,0,0,1,4,2,3,1
81,9/24/14 0:00,Indiana Bureau of Rehabilitation Services,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,"Director, Business & Community Engagement",0,"Director, Bureau of Rehabilitation Services",1,1,1,1,1,1,1,1,1,0,0,0,1,,1,,1,,5,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,We consider a business to be a customer of ours just as our consumers are. (dual customers),1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,excellent customer service,1,Internal State internship program for state employment. Provides opportunity for pwd to intern up to 12 weeks with possiblity of getting hired. Businesses get to see the candidate in the actual work environment and the interns get to experience,-9,-9,0,-7,-7,-7,-7,-7,-7,0,-7,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,9,9,9,9,9,9,-9,1,1,1,1,1,0,0,0,0,0,1,1,0,0,"Presently, there is no specific training that we use for the business relations staff.",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,-7,There is no system in place.,0,0,0,0,0,1,0,0,7,-7,1,-7,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,3,1,0,0,0,0,1,0,0,0,1,0,0,4,9,9,9,9
82,9/24/14 0:00,New Hampshire Bureau of Vocational Rehabilitation,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Supervisor V,1,Business Administrator,1,1,1,1,1,1,1,1,1,1,0,Networking - Relationship Building,9.5,6,9.5,6,9.5,6,4,,0,0,0,0,0,0,0,1,Marketing,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"NHVR sees our business partners and a valued customer.  We ar their to answer any question they have in regard to recruiting, hiring, retaining, promoting or marketing to people with disabilites.",1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,Business Recognition Events,1,http://www.nhletsworktogether.org/,http://www.education.nh.gov/career/vocational/index.htm,-9,0,-7,-7,-7,-7,-7,-7,1,"We are currently talk with our community partners (DRED, NHES etc...) to hold a educational event on Section 503 and VEVRAA",1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,Economic Development,0,1,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,1,1,1,1,1,1,ACRE Training & Pursuing CESP Credential,1,0,1,0,1,1,Networking and Relationship Skills,ACRE and CESP Certification. 12 hours of CE hours every year,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,9,1,1,1,0,1,1,0,1,1,0,0,1,"Number of hires, success stories...",-9,0,0,0,1,1,0,0,0,9,-9,1,-7,1,1,0,0,1,1,Business Publications,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,2,1,1,1,1,0,0,1,0,1,1,1,workforce coalitions,1,4,3,2,1
86,9/24/14 0:00,Arkansas Division of Services for the Blind,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Field Administrator,0,Director,0,0,1,0,0,0,1,1,1,0,0,0,2,,4,,10,,5,,1,0,0,0,0,0,1,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-7,"Business relations means business relationships. The act of initially connecting with a business, establishing a rapport, offering services that would be beneficial to the business with the end result of developing a connection that links qualified candidates with employment.",1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,-7,-7,-7,7,-7,-7,-7,-7,-7,-7,0,-7,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0.25,0,-7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"The counselors are trained quarterly on strategies to engage businesses, including understanding HR functions and hiring practices, what business needs, and assistive technology devices and services that would benefit employers.",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,"job decriptions, benefits packages",We do not have separate business relations,0,0,0,1,1,0,0,0,4,0,1,-7,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,2,1,0,0,1,0,0,1,0,1,1,0,0,3,1,2,4,3
87,10/13/14 0:00,South Carolina Vocational Rehabilitation Department,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Public Information Direcctor,0,Assistant Commissioner,1,1,1,0,0,1,0,1,1,0,0,0,1,,7.5,6,7.5,6,5,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,previous workforce agency experience,"We have a dual customer approach, VR clients being one and business partners the other.  Each are important to the other's success.",1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,Skilled Workforce Apprentice Training program,Career Connect,Internships,1,Advanced Skills Training,Customized training to meet demand occupation needs,0,0,0,0,1,"Co-hosted (along with SCILG) a federal contractors forum to discuss new 503 initiatives, Led panel discussions to include best practices.",1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0.5,1,12,0,0,0,1,0,1,Business Development Specialist,0,1,1,1,0,0,0,1,1,1,0,0,0,0,"They are required to go through a variety of training, including new counselor training, placement training and shadowing with more experienced BDSs.",1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,Business Development Specialists,1,-9,"We use this information to determine training needs, a demand driven focus.",1,1,1,1,1,0,0,0,7,0,1,-7,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,2,1,0,0,1,0,0,1,0,1,1,1,Business Development Specialists,Business Development Specialists,3,1,4,2
88,10/2/14 0:00,Connecticut Bureau of Rehabilitation Services,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Director of Employer Development,0,Bureau Chief,1,1,1,1,1,1,1,1,1,0,0,0,5.17,2,10.33,4,10.33,4,5,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,"For CTVR, business relations refers to our outreach efforts in developing and maintaining effective partnerships with businesses in our state for the purposes of vocational outcomes for our consumers as well as partnering with different businesses for the purposes of referring consumers to our programs.",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,Connect-ability Staffing is a division on CT VR and utilizes a dual customer approach in working with CT businesses and CT VR Consumers in order to further vocational outcomes through quality job matches.,USe of Community Rehabilitation Providers to leverage their relationships with CT Businesses.,Industry Specific Training and Placement Programs - Group OJT Programs that are coordinated with local businesses and occur on site at the business in order to train and supply talent from VR. A third party entity is contracted by CT VR to learn the business and provide universally accessible training to the Employers specifications.,0,-7,-7,-7,-7,-7,-7,1,Our agency has partnered with the Office of Federal Contracting and Compliance to stage a Federal Opportunities Career Fair for Federal Contractors and Agencies for our VR Consumers. CT VR is also in the process of finalizing an MOU with the VA to serve eligible consumers jointly in a fast track to employment through CA staffing.,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0.75,1,9,0,1,0,1,1,0,0,1,1,1,1,1,1,Our Employment Consultants are also hired to meet the education and experiential qualifications of at least an entry level VR Counselor,1,0,1,1,1,0,0,"No specific requirements but there is a defined training that occurs at the start of the position with VR basics covered by a field supervisor and job development, VR work attachment resources covered by NET point of contact within a shared supervision structure.",1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,Vocational Placement information of successful consumers,"Through success stories, Top Employer Events, marketing materials and updating labor market information.",0,0,0,1,1,0,0,0,6,0,1,-7,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,2,1,0,1,1,1,1,0,0,1,1,0,0,1,1,3,4,2
90,10/28/14 0:00,New York Office of Adult Career and Continuing Education Services,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Associate Vocational Rehabilitation Counselor,0,"Mannager, Resource Development Unit",1,1,1,1,0,0,1,1,1,1,0,0,0.33,4,21,0,29,0,5,,1,0,0,0,0,0,1,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-7,-9,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,TAP- Talent Acquisition Portal,NY TAP Talent Credit Union,PSEG,0,-7,-7,-7,-7,-7,-7,9,-9,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0.6,1,14,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,N/A,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,"Incentives, Business Relation staff contact information",0,1,1,1,1,1,1,0,1,1,0,0,9,-9,-9,0,0,1,1,1,0,0,0,9,-9,1,-7,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,9,-9,9,9,9,9,9,9,9,9,-9,9,9,9,9,9,9,9,9,-9,5,9,0,1,1,1,1,1,0,1,1,0,0,5,9,9,9,9
